# start	dest	slug
# One row per top-level block of docs/dead-ends.md (entry bullet, bold meta
# block, or section header). A block runs from its start line to the line
# before the next row's start (last block runs to EOF). split.py validates
# every start is a real block start and that reassembly is byte-identical.
2668	measurement-discipline.md	circular-positive-control
2694	evidence-provenance.md	second-session-epistemics
2908	verification-traps.md	reachability-not-greppable
2978	star-shape-optics.md	detection-depth-mismatch
3000	measurement-discipline.md	statistical-sky-scope
3004	evidence-provenance.md	ratification-route-conditional
3028	verification-traps.md	check-cannot-fail
3052	verification-traps.md	fixture-kernel-bugs
3079	verification-traps.md	live-bash-script
3087	verification-traps.md	log-regex-interface
3113	measurement-discipline.md	loaded-box-reading
3134	measurement-discipline.md	stack-ab-floor
3156	stretch-colour-judgment.md	stretch-amplification
3202	measurement-discipline.md	compose-bit-reproducible
3237	measurement-discipline.md	neural-reproducibility
3249	measurement-discipline.md	floor-needs-provenance
3263	stretch-colour-judgment.md	bgnoise-denoiser-judging
3269	stretch-colour-judgment.md	rim-defect-no-hiding
3271	siril-behaviors.md	crop-y-origin-mirror
3279	stretch-colour-judgment.md	autostretch-not-like-encoded
3295	measurement-discipline.md	halo-median-blindness
3315	registration-distortion.md	per-set-models-refuted
3349	registration-distortion.md	mixed-model-compose
3377	stacking-compose.md	frame-counter-wrap-order
3421	stacking-compose.md	dateobs-substack-epoch
3439	evidence-provenance.md	basename-not-identity
3466	siril-behaviors.md	update-key-slash-truncation
3489	stretch-colour-judgment.md	judgment-surface-contract
3508	separation-deconv-psf.md	field-variable-psf-gap
3628	star-shape-optics.md	findstar-dual-purpose
3644	star-shape-optics.md	one-sided-radial-aberration
3677	star-shape-optics.md	spin2-angle-statistics
3732	star-shape-optics.md	component-vs-whole
3749	star-shape-optics.md	lever-covarying-systematic
3763	star-shape-optics.md	uncharacterised-criterion
3775	evidence-provenance.md	staged-vs-recorded-corpus
3803	star-shape-optics.md	wrong-basis-scaling
3823	star-shape-optics.md	ellipticity-vs-blur-exponent
3844	star-shape-optics.md	per-bin-error-model
3855	star-shape-optics.md	three-level-separator
3880	star-shape-optics.md	stacked-tail-statistics
3896	star-shape-optics.md	azimuthal-average-clipping
3934	star-shape-optics.md	local-plate-scale
3957	star-shape-optics.md	refraction-three-quantities
3980	star-shape-optics.md	fit-vs-moment-sign
4009	star-shape-optics.md	magnitude-vs-projection
4021	star-shape-optics.md	drift-direction-constant
4074	siril-behaviors.md	siril-top-down-frame
4098	star-shape-optics.md	regressor-sign-flip-null
4111	registration-distortion.md	affine-nuisance-decentring
4141	registration-distortion.md	lensfun-center-element
4169	plate-solving-wcs.md	union-starve-reference
4209	plate-solving-wcs.md	max-stars-no-optimum
4264	plate-solving-wcs.md	sip-ctype-not-sip
4304	plate-solving-wcs.md	dual-matrix-preference
4333	evidence-provenance.md	allowlist-stamp-leaks
4368	registration-distortion.md	standalone-sip-warp
4417	plate-solving-wcs.md	solver-on-stacked-members
4426	registration-distortion.md	ptlens-fit-reproducibility
4443	registration-distortion.md	corner-control-points
4461	stacking-compose.md	framing-max-origins
4490	stacking-compose.md	member-separation-zones
4532	stacking-compose.md	psf-fitter-doubling
4545	acquisition-checklist.md	acquisition-checklist-and-lunar
